AQS_Site_ID,COUNTYNS,pct_below_median
260050003,01622945,0.5521978021978022
325100020,00863219,0.5521978021978022
391030004,01074064,0.5521978021978022
120090007,00295749,0.554945054945055
380570004,01034233,0.5576923076923077
421010055,01209187,0.5576923076923077
470990003,01639764,0.5576923076923077
191032001,00465240,0.5604395604395604
211110067,00516902,0.5604395604395604
381050003,01035306,0.5604395604395604
060590007,00277294,0.5631868131868132
191532510,00465265,0.5631868131868132
310550019,00835849,0.5631868131868132
340210008,00882229,0.5631868131868132
421010048,01209187,0.5631868131868132
450630008,01244251,0.5631868131868132
060832011,00277306,0.5659340659340659
461270001,01265763,0.5659340659340659
390950024,01074060,0.5686813186813187
170314007,01784766,0.5714285714285714
420450109,01209177,0.5714285714285714
460990008,01265772,0.5714285714285714
510690010,01480124,0.5714285714285714
010731005,00161562,0.5741758241758241
220710021,00558113,0.5741758241758241
295100094,00767557,0.5741758241758241
340410007,00882237,0.5741758241758241
220550007,00558059,0.5769230769230769
490571003,01448042,0.5769230769230769
517750011,01789074,0.5769230769230769
011030011,00161578,0.5796703296703297
340171003,00882278,0.5796703296703297
360470122,00974122,0.5796703296703297
380150003,01035614,0.5796703296703297
401431127,01101859,0.5796703296703297
471251009,01639777,0.5796703296703297
480290059,01383800,0.5796703296703297
480430101,01383807,0.581267217630854
060190500,00277274,0.5824175824175825
060718001,00277300,0.5824175824175825
060831008,00277306,0.5824175824175825
060850002,00277307,0.5824175824175825
221050001,00559500,0.5824175824175825
261630001,01623022,0.5824175824175825
320311007,00858608,0.5824175824175825
483550032,01383963,0.5824175824175825
060130002,01675903,0.5851648351648352
191390015,00465258,0.5851648351648352
191390020,00465258,0.5851648351648352
201950001,00485058,0.5851648351648352
270370480,00659464,0.5851648351648352
271390505,00659514,0.5851648351648352
295100093,00767557,0.5851648351648352
061010003,00277315,0.5879120879120879
440070022,01219781,0.5879120879120879
201910002,00481812,0.5906593406593407
360850055,00974141,0.5906593406593407
370510009,01026124,0.5906593406593407
560210003,01605075,0.5922865013774105
060550004,00277292,0.5961538461538461
060970004,01657246,0.5961538461538461
170310057,01784766,0.5961538461538461
320311005,00858608,0.5961538461538461
060110007,01675902,0.5989010989010989
121030018,00295745,0.6016483516483516
131210056,01694833,0.6016483516483516
370670022,01008552,0.6016483516483516
450918801,01248019,0.6043956043956044
510130020,01480097,0.6043956043956044
040131004,00037026,0.6071428571428571
060990005,00277314,0.6071428571428571
380530002,01035299,0.6071428571428571
560130099,01605072,0.6071428571428571
040132001,00037026,0.6098901098901099
040190011,00025446,0.6098901098901099
060452002,00277287,0.6098901098901099
360551007,00974126,0.6098901098901099
370630015,01008550,0.6098901098901099
420410101,01209176,0.6098901098901099
482010058,01383886,0.6098901098901099
121171002,00303665,0.6126373626373627
230090103,00581290,0.6126373626373627
260490021,01622967,0.6126373626373627
482730314,01383922,0.6126373626373627
191530030,00465265,0.6153846153846154
201730009,00485049,0.6153846153846154
380650002,01034205,0.6153846153846154
260650018,01622975,0.6181318681318682
361010003,00974148,0.6181318681318682
270213410,00659456,0.6187845303867403
181270024,00450382,0.6208791208791209
060010015,01675839,0.6236263736263736
060111002,01675902,0.6236263736263736
120573002,00295757,0.6236263736263736
390090003,01074018,0.6236263736263736
420110011,01209172,0.6236263736263736
550350014,01581077,0.6236263736263736
181470009,00450388,0.6263736263736264
191630015,00465270,0.6263736263736264
340010006,00882270,0.6263736263736264
401430174,01101859,0.6263736263736264
421174000,01209189,0.6263736263736264
290990019,00758504,0.6291208791208791
400710604,01101823,0.6291208791208791
210930006,00516893,0.6318681318681318
320030075,00863600,0.6318681318681318
460710001,01265794,0.6318681318681318
471410005,01639783,0.6318681318681318
516500008,01498554,0.6318681318681318
180890031,00450495,0.6346153846153846
481210034,01383847,0.6346153846153846
330150018,00873181,0.6373626373626373
450790007,01249299,0.6373626373626373
550250041,01581072,0.6401098901098901
060531003,00277291,0.6428571428571429
300490004,00793926,0.643646408839779
060010007,01675839,0.6456043956043956
060379033,00277283,0.6456043956043956
